Firstnames,Lastnames,Fathername,Mothername,Gender
ATILAY 440,ARSLANOGLU 4270,ATA 5138,HURISER 821,M
HAVANA 5288,TAKMAZ 1398,SAYIT 2176,BENLI 156,F
LERZAN 559,KUSKAYA 977,SERDAR 78745,RABIYE 20766,F
AYHAN 12362,BAKAC 1502,INAN 4251,GELENGUL 173,F
ZIYATTIN 1258,ARAT 7305,ISMETULLAH 266,DIDAR 1991,M
NABIYE 207,ATALA 729,ABDULBAKI 8932,KANIME 768,F
HADICE 19763,ORUK 1568,IMAM 6843,NURSUN 184,F
EMO 136,YENTURK 629,CANER 18570,SEVIM 168463,F
AFFET 143,BAYGELDI 640,HAMZA 40501,UMRAN 17503,F
MERIH 1670,ZEYBEKOGLU 1223,ATILLA 24999,NARAN 128,F
HAPPA 164,KANOGLU 670,SADAN 1542,ZELIHA 131363,F
REBIS 226,KARASAN 753,FERDI 19974,SERDA 933,F
NURIBAN 243,BAYAV 772,VEYSEL 51705,EZEL 1113,F
HUSNUCEMAL 175,KIZILOZ 685,OZGUN 2446,SEVER 528,F
DINAR 105,ISGOREN 1819,HIKMET 53208,RAHIMA 220,M
NUFER 180,BAK 2501,OKKES 9833,RUFIYE 349,M
YADIGAR 1625,KALAY 8336,VAKAS 296,GULSUME 2451,M
SABEN 209,YAKAN 2733,BAHATTIN 26336,FIRAZ 400,M
SELIMIYE 132,SIVASLI 621,SENER 12313,MUNEVVER 64985,F
ENZEL 174,SICIM 684,KURBAN 2352,NESLISAH 518,F
SUSLU 343,SAATCIOGLU 865,SEZAYI 3810,MAHIRE 2801,F
IKLIME 1035,ERKURT 1111,KAYHAN 4868,NEHAL 114,F
ERTAC 895,AYCICEK 6180,ABDULKADIR 56096,GULSENEM 1470,M
ESMAHAN 704,URKER 1025,ABDULCEBBAR 1635,AKCA 101,F
ERCIN 1193,ERKEK 7102,YIGITCAN 261,METHIYE 1854,M
HANZADE 491,OZALTUN 952,UNAL 31176,AYHAN 12362,F
ECEM 2270,DUMANOGLU 1280,RIZA 71483,NEVILE 136,F
GULSUMA 186,KABOGLU 700,CESUR 3414,SEZGI 599,F
HAVVALI 336,KULUNK 859,MUKREMIN 3451,SUAT 2604,F
AYSEDUDU 1386,GIDEN 1184,NAIM 13178,MISLI 123,F
MIRIYE 172,DARAKCI 680,SAID 2134,VASVIYE 505,F
GULUSEN 430,YATAR 921,ABDURRAHIM 13194,GUNGOR 6559,F
AKAN 1397,BASKAYA 7790,SERAT 282,CAVIDAN 2169,M
NAYILE 403,CAKIRGOZ 904,IMDAT 9403,AKGUL 5189,F
MEJBURE 168,TASIR 676,TOLGAHAN 1832,NURSEFA 488,F
GARBIS 196,SALAR 2645,HIDAYET 17361,SAHRIYE 379,M
SAHNIGAR 110,KURD 574,TOLGAHAN 1832,GULUZAR 37632,F
NAZIMET 106,DOLANBAY 564,AYGUN 1340,NAHIDE 19302,F
SEBIHA 20216,SAAT 1569,GURBUZ 6914,FAILE 184,F
SENDEGUL 108,MUYAN 569,SIYAMI 1476,NAZAN 26194,F
REFAH 120,YARAN 1955,MEHMED 1393,ESMIHAN 245,M
TURKAN 160,KILICER 2327,GUNER 5211,PEYMAN 314,M
KANER 114,GUCER 1917,NASIF 1243,SULUN 238,M
MISRA 129,DILIK 614,ABDULAZIZ 9510,DENIZ 43779,F
AFRA 499,ZAMUR 957,HAMDI 36673,ZERRIN 13516,F
SUADIYE 172,TILKICI 680,MARUF 2109,MERZIYE 500,F
IHSANE 490,OKSAR 951,SAKIR 30679,SAMIYE 12003,F
ZELIKE 112,KIRIT 577,SAID 2134,HAFIZE 46914,F
HACIKIZ 516,APA 962,BURAK 46882,TESLIME 15652,F
ORKIDE 403,KANATLI 904,HABIP 9242,BINNUR 5149,F
DOLUNAY 331,ILAN 856,BARAN 3323,SERCAN 2504,F
SADIKE 576,KIRIKOGLU 984,ORHAN 134281,VESILE 25264,F
ONAT 345,KAVLAK 3640,FERMAN 2552,SABIHE 657,M
GEVRIYE 181,DALLI 2516,CELIL 10677,NURSEREN 352,M
DAIM 137,KAFADAR 2137,HAMI 2870,SEYRO 278,M
FERINAZ 178,KARPUZCU 689,NIZAM 2727,SAFIGUL 549,F
NESLIGUL 275,BILBEN 806,SELAHETTIN 1382,SEVDE 1474,F
NARGUL 1510,OZEV 1198,SERDAL 16617,ZULA 125,F
UMAHAN 2501,UNVERDI 1295,ORHAN 134281,EBRAR 138,F
ZENNURE 6816,PELTEK 1434,RAUF 2759,SABIA 162,F
GULSER 19210,TEKINALP 1567,FAZIL 6567,MELEKNAZ 183,F
SEYDAHMET 254,GOKOGLU 3023,AHMET 832581,SILAN 482,M
KEMAL 181999,KOC 167973,DOGUS 1096,ZEHRA 149356,M
HACERA 216,BECER 741,ABDURRAHIM 13194,HEVES 840,F
YILDIZ 74384,KEMIK 1704,CANER 18570,HASNIYE 202,F
MUKADDER 1185,BALI 7062,SEDIK 260,NEFIYE 1841,M
ISMUHAN 266,DERELIOGLU 797,KARANI 1217,SEFIKE 1373,F
ZALIYE 134,OZYAZICI 624,ASLAN 14539,TUGBA 78163,F
BENGIN 173,KOCATAS 2434,ETEM 7728,FIDASE 335,M
GALINA 142,HINCAL 638,HAYRETTIN 36619,GULHANIM 15993,F
YILDAN 159,TIRELI 662,MERDAN 1285,GULLU 61990,F
GULRIZ 190,KAYAOKAY 705,ABUBEKIR 4028,SEVGIN 622,F
YELIS 156,YANCI 658,ALTAY 1181,SATI 44062,F
GALIYE 165,YUZUGULDU 672,UYGAR 1613,SEVIM 168463,F
NASREDDIN 230,ELITAS 2856,BURHAN 50940,HAMSI 435,M
SANI 1325,ISCAN 7456,IRMAK 271,MINIRE 2030,M
EMUR 175,GUNHAN 2457,GUNAY 8221,SEVILE 338,M
ESHAT 447,ERTUNC 4310,MUJDAT 5577,HASIYE 838,M
GULUZAR 37632,COK 1641,NUH 10944,GULBUN 192,F
NAZMIYE 68100,MIHCI 1694,NECMI 17240,MEMURE 201,F
HASE 134,ORKUN 625,HALIM 15087,KEZIBAN 80082,F
JANET 344,CETINALP 866,NAIF 3985,VICDAN 2869,F
ALISIR 127,BONCUK 2044,ABDUSSELAM 2009,MURUFET 262,M
FINCAN 1122,FAKIOGLU 1136,AZMI 6351,NECBIYE 116,F
SEYHAN 5500,KOYUN 14044,TUNGA 447,FEYZA 6915,M
EMIRA 172,OREK 681,ABDULGAFUR 2153,YASIME 507,F
ABDULREZZAK 337,CAKI 3595,MESTAN 2422,BAISE 636,M
AKIDE 1409,TOYDEMIR 1190,MIKAIL 13807,GULERAY 123,F
ALKIM 134,CADIRCI 2112,OGUN 2602,FETIHA 274,M
NAZIRE 24714,KABIL 1585,RUHI 8025,NURDAL 187,F
ERDEN 131,CAKIRCI 620,ABBAS 11931,FERIDE 62987,F
UTKU 222,KUSCI 747,RASIT 16555,ZEYTIN 886,F
FUNDAGUL 162,SUNE 667,ISIK 1412,CIGDEM 81232,F
NUR 3286,ATILGAN 11239,NECDAT 381,CANDAN 4225,M
RIHAN 1644,ERCEL 1219,BAHRI 24276,ABUHAYAT 127,F
KIBARE 316,BOZACIOGLU 840,MUSLIM 2825,RUYA 2189,F
SUHBET 332,CORBACIOGLU 856,MENDUH 3344,VECIHE 2509,F
ISMAIL 417626,AYDIN 358851,OCAL 1118,HULYA 171128,M
ASIKAR 117,KELLECIOGLU 590,ERKUT 3351,SUNDUS 11002,F
BERFIYE 139,CUHADAROGLU 633,RASIM 25936,SABIRE 12951,F
FAIME 1310,DOKMECI 1173,FEYZULLAH 10871,MELAT 121,F
SECAETTIN 142,KAZDAL 2170,GANI 3249,ARDA 286,M
KURTULUS 285,SONMEZSOY 817,YADIGAR 1625,GOKSEL 1603,F
ESMAN 144,UZUNDAL 643,OZCAN 47837,BERNA 18698,F
FERIYA 119,BEYAZKAYA 594,KUTBETTIN 3898,MUJGAN 13669,F
SABAHETTIN 282,GULCU 3249,ISIK 1412,PERIZAT 542,M
GORKEM 4145,AKALIN 12448,KUTBEDDIN 410,ZEYCAN 5374,M
AYDEN 155,ALTUNBULAK 657,RECAYI 1176,TUBA 43589,F
NURTEKIN 447,YETGIN 4307,ESER 5535,MEFTUNE 835,M
SEMSIYE 1249,BELET 1165,ABDULAZIZ 9510,SEYBET 120,F
LALA 145,ZANBAK 645,ERDOGAN 54102,LATIFE 20083,F
RAHMAN 2472,ERBAY 9823,SULHETTIN 341,SALIYE 3226,M
DIYAEDDIN 179,DUYAN 2499,NEJDET 9736,BESILE 348,M
LUTFUYE 719,BUYUKASLAN 1030,BERKANT 1790,DURSAN 102,F
YETER 69155,ALMALI 1696,OZAN 17570,AYIS 201,F
SUDI 275,SAATCI 3196,TEFIK 1346,SITTIYE 522,M
SERAFET 537,UNALAN 4800,ALAETTIN 9990,NIYMET 991,M
HEYSEM 104,BAGDATLI 1804,MEMET 47613,KIZBES 217,M
BILGI 4865,BAYDOGAN 1386,TIMUCIN 2025,PERUZAT 155,F
NULIFER 1523,GUNTEKIN 1201,GALIP 16919,NICMI 125,F
AMIRE 204,ISI 727,RUHI 8025,LEBIBE 745,F
ISMEHAN 1269,YOLACAN 1168,OKKES 9833,KIZ 120,F
AGA 1403,ORMAN 7798,SABAHETTIN 282,RUYA 2189,M
OZER 13339,OCAK 22970,SEYHDAVUT 593,MESUDE 15751,M
SUKREN 134,IPSIR 624,BASRI 14563,HAVA 78172,F
AYBERK 665,YESILKAYA 5336,ESREF 20757,ISIN 1173,M
GENCAY 1954,AKBAY 8919,MEVLUD 313,TAYYIBE 2722,M
NUVIT 248,SALTAN 3003,ORHAN 134281,SEVILCAN 472,M
NURPER 300,ERGEC 826,MASUM 2110,NEFIYE 1841,F
SEVGI 114642,CARIKCI 1726,SEYFETTIN 24033,LALEZAR 205,F
BEKDES 100,PIR 1749,ZEKERIYA 29848,SEMIRAY 210,M
GULAVER 119,OLCEN 594,TAHA 3807,GUNES 13603,F
BIRINAZ 104,UZUNYOL 560,MENSUR 1236,BERRIN 16426,F
MEVLANE 174,BAHCIVAN 2440,SEYDI 7997,GULZAR 336,M
M.SALIH 262,AKSOZ 3082,FERDA 1208,AFITAP 496,M
BEDRI 216,AYANA 741,MITHAT 13198,SUMRU 841,F
MAHMUT 168184,OZKAN 157213,EVRIM 1090,HACER 147175,M
ABDULMENAV 304,GELEN 3406,KORKMAZ 1829,NEMIDE 586,M
ANAKIZ 2964,ERDAGI 1319,MENSUR 1236,LAMAN 142,F
RUFET 375,BACAKSIZ 3828,FEDAI 3183,GOHER 704,M
REFIA 1202,KORKUNC 1155,NUMAN 8172,SEVSEN 119,F
ABDULSAMET 2116,HACIOGLU 9191,SAFTER 320,RUVEYDA 2901,M
FAKIYE 343,AYRAL 865,ABDUL 3932,MAHI 2838,F
NECBIYE 116,DINCAY 586,HALDUN 3030,SERIFE 164457,F
ZAIM 605,BAYER 5108,ERGIN 14803,YAZI 1086,M
NEZAHA 146,SARMASIK 646,HAKKI 59666,UMMUGULSUM 21314,F
NESTEREN 120,AGLAR 595,FERHAN 4128,GULUMSER 15159,F
ZULKER 124,ERAYDIN 1995,KAMER 1636,LALEHAN 254,M
EBRU 71303,NAZ 1700,NECIP 17941,NURPERI 202,F
MARYAM 357,CELLAT 874,ZEYNAL 4803,ZUHRA 3243,F
TALIHA 1714,DEVIREN 1228,SEBAHATTIN 27212,SUTIYE 129,F
HELIM 544,TURNA 4835,SEYFI 10592,ALYE 1001,M
MUAZZES 276,HALICIOGLU 809,ISIK 1412,TAYIBE 1512,F
CAGFER 170,ALKAC 2408,ULAS 6968,FAYIME 329,M
DAHAM 142,DIRIL 2173,TUNAY 3264,OZLER 287,M
IDE 1205,DEVE 1156,OMUR 8198,SADBER 119,F
MUNUS 122,DINSEVER 600,BILGIN 4759,NADIRE 18339,F
MUHDI 257,CEREN 3053,FAHREDDIN 1162,TAYBE 490,M
MUTIA 661,EKTI 1009,AGAH 1373,DUDU 57082,F
ABDULCEBAR 409,TEKBAS 4089,FERHAN 4128,CANSER 770,M
BAYSAL 254,YENIAY 3027,OZEN 1134,LEYLAN 483,M
ARZU 96731,KUTLAY 1720,ERTAN 21781,EMSILE 204,F
ARAP 3362,ONCEL 11385,YASA 385,FAZILE 4344,M
ANAKADIN 1269,ISCIMEN 1168,ISHAK 10059,HAFSET 120,F
HURSUT 896,YILDIZHAN 6184,ONUR 56131,SALISE 1473,M
MENSURIYE 155,KARLIOGLU 657,NEDRET 1163,MINE 41674,F
NEVRES 380,TANYEL 892,ATAKAN 6713,NEVAL 4087,F
MEZIDE 199,MALTAS 718,ALP 5827,NAFILE 698,F
SEFANUR 500,GUNBAY 957,SONER 36678,KERIME 13590,F
MENENDI 176,EDEMEN 686,KAMBER 2519,ADIKE 534,F
SEVIME 318,HASPOLAT 843,HAMI 2870,HAZIME 2233,F
METIN 154719,KORKMAZ 144097,NIMETULLAH 1075,ZELIHA 131371,M
MECIDIYE 253,ABBASOGLU 784,HACI 87141,KESER 1206,F
NIGER 298,OZYORUK 825,VEFA 2074,RAKIBE 1799,F
NEBATI 103,GENEL 1785,CUMA 39999,SULFIYE 216,M
DURSUN 15564,MENDERES 1527,ALIRIZA 5092,TEYIBE 178,F
SUEYLA 186,CALAP 698,MAZLUM 3357,DURHANIM 595,F
GUNAY 18257,SUME 1551,SENEL 6043,BIRTANE 181,F
AYINZELIHA 465,KURSUNLU 940,SEFER 20783,BURCIN 9348,F
ABUTALIP 119,ILCI 1953,DEVRIS 1387,NAHILE 245,M
RAIFE 6424,NIZAMOGLU 1429,ZULFUKAR 2601,VAIDE 161,F
CIHANGIR 5702,GOKDEMIR 14483,FAHIR 453,MUZAFFER 7317,M
EMRAL 133,TELCI 2101,CASIM 2470,ELMA 271,M
FIRUZ 234,DIKBAS 2900,FERHAT 57891,TUBAY 445,M
OZEN 2891,DOKGOZ 1316,MUSTAN 1196,SELVAN 142,F
NAIF 3985,EKSI 12225,SAMETTIN 404,SALIME 5195,M
SISE 227,AVSEREN 753,BUNYAMIN 20453,BARAN 935,F
ZILFI 119,ISIN 1952,TEMUR 1380,TAMASA 245,M
LISAN 288,KONCA 3281,BAHAETTIN 1468,HULKIYE 552,M
ABDULGAFAR 122,BASUT 1985,SEDRETTIN 1543,MEHVES 251,M
RINDE 240,SEZGINER 770,DOGAN 44876,GULDEM 1082,F
ADEVIYE 4169,KARACAR 1368,VEZIR 1668,RECIYE 151,F
SIGNEM 120,KINAS 595,TASKIN 4056,LALE 14672,F
NAZIGUL 127,KARACAER 611,EBUBEKIR 7967,NURSEL 34234,F
SUVEYDA 325,KIRBAC 850,EFE 3058,SERAY 2388,F
GOKMEN 266,BESE 797,BAHITTIN 1218,MEHPARE 1373,F
SEVGIN 622,KAT 998,BEDI 1243,SENAY 40872,F
SUHEM 125,BAKIOGLU 605,NAFIZ 6207,NIGAR 24847,F
MIHDIYE 1811,CETINTURK 1238,UNAL 31176,NAZELI 130,F
SAFIRE 697,CAPIN 1019,SADAN 1542,MUZZEYYEN 101,F
TEZAY 101,OZYANIK 551,UMIT 72587,SULTAN 179158,F
VAHIT 11429,TEMIZ 21081,GOKTURK 566,ASLIHAN 13759,M
SERTIP 322,ALTUNER 3512,SAYIT 2176,HATIN 615,M
AFIDE 432,AGDAG 921,ENDER 13917,MECBURE 6813,F
MUNIBE 1029,KARAOSMAN 1109,ERGUL 4737,CEYLIN 113,F
NAIL 17689,OKSUZ 28606,SERBAY 639,HADICE 19763,M
ZUMRUT 5182,ALISAN 1394,MASUM 2110,MUBINE 156,F
RUHSEN 451,GOMLEKSIZ 932,NUSRET 17248,PENBE 8076,F
EMIRZADE 279,TASTEMUR 813,ULKU 1490,PERUZE 1549,F
SEDIFE 137,IRKIN 629,SEZAI 19389,JALE 10290,F
AYTEN 116534,YESILOGLU 1727,NAZMI 24276,HUDAVER 205,F
PENBEGUL 271,OZDEMIRCI 801,MERDAN 1285,RASIDE 1439,F
LADIGER 133,SARIBAL 623,ESAT 13709,REMZIYE 72659,F
HATICE 687368,YETISKIN 1743,NECDET 28208,HEVVA 208,F
YAKUB 294,EDIZ 3324,UYGAR 1613,DURGUL 567,M
VELIYE 1069,MIRIK 1118,ERCUMENT 5317,UBEYDE 115,F
MUKERREM 13266,CULLU 1507,ALPAY 4456,ALTINGUL 174,F
MURSEL 776,CIG 1044,ABDULMUTTALIP 2254,TEKNAZ 105,F
ZEYNELABIDIN 1208,COPUR 7121,EMEK 262,DURAN 1868,M
SUAYIP 6892,APAYDIN 15658,EDHEM 478,GULFIDAN 8623,M
SEFIA 120,HACIALIOGLU 595,ATALAY 4066,GURBET 14845,F
URFET 636,KISAOGLU 1003,LUTFULLAH 1296,BAHAR 45253,F
UMRIYE 561,BIRISIK 977,ISMET 79623,SABAHAT 21222,F
NAZIME 13371,KAZ 1509,VAKKAS 4547,NEDIYE 175,F
ELDA 120,KOCKAN 596,MUHAMMER 4226,ALEV 15613,F
SAHIR 552,ALTINKAYA 4855,BEHCET 10852,GUMUS 1007,M
AYTAC 9437,FILIZ 18411,ABDULHALUK 533,SERVET 10998,M
REBIA 563,HATAY 978,SUKRU 82937,SULE 22209,F
NEVIL 633,TURUDU 1001,OZAL 1266,SUNA 44347,F
ENUS 131,ALCIN 2084,TURKAY 2314,HAFIDE 269,M
SALAH 182,SADIC 2527,KAYA 10883,NEVZER 353,M
SUAYP 365,YUREK 3764,EGEMEN 2981,ILAYDA 691,M
MUSTAKIME 166,SOYLEYICI 673,MURTEZA 1646,FERYAT 474,F
ZEYDAN 378,BAYTAR 3832,ABDULLATIF 3247,RUHIGUL 706,M
MEMDUH 6664,CETINER 15484,ZIKRULLAH 476,MULKIYE 8378,M
OZDILEK 127,DERVISOGLU 2036,BULUT 1934,HOSNE 261,M
KIRKOR 353,TASLI 3694,DUNDAR 2776,SALICE 672,M
SIDAL 175,IGIT 684,RIFKI 2398,ZELFI 520,F
RECAYI 1176,TUMER 7044,FURAT 259,RAHILE 1829,M
TEBERNUS 133,AKPUNAR 2091,MESTAN 2422,NESLIN 271,M
HATIME 1394,TUGAN 1186,ABDURRAHIM 13194,MAYGUL 123,F
FERHO 109,CEYRAN 1869,BULENT 98596,SUREYYE 228,M
SALIC 1297,YAPAN 1172,ERSAN 10449,SEHTAP 121,F
HILVA 232,KIRAZOGLU 761,KASIM 30001,AYSEHAN 1008,F
HUMERYA 159,CANIS 662,NURDOGAN 1335,NERMIN 66039,F
YAVER 810,AKSIT 5826,YALCIN 38481,MAVIYE 1353,M
SINAY 119,YARAMAZ 592,BESIM 3602,SEMSI 12795,F
TURKAY 841,TASTEPE 1063,BEYHAN 2861,FERFURE 107,F
SEYFETDIN 113,KUSKU 1903,RECAYI 1176,SU 234,M
UMMUHAN 27021,KUVVET 1602,RAIF 8678,GULHAS 188,F
ABDULGAFUR 2153,MURAT 9239,SEFAI 323,NIDA 2950,M
NURSEL 278,IS 3219,TEMUR 1380,ADIKE 534,M
KESKIN 268,GOKAY 3166,HASRET 1279,FAMILE 512,M
KUDRET 19423,KESKINKILIC 1567,ATAKAN 6713,ZEYKIR 184,F
SENDOGAN 1151,UZUM 6956,MUDUR 256,SELVIHAN 1764,M
ESAD 271,KOCABAY 3186,NURDOGAN 1335,GURCI 517,M
NEZAAT 124,SIVRIOGLU 604,ALPARSLAN 5632,ALIME 22325,F
VATAN 449,DOLU 4329,ERDI 5690,NECIFE 842,M
SUZER 138,MORTAS 631,EYYUP 20935,OZDEN 10744,F
NEVROZ 144,OZTEMIR 641,TAHSIN 43189,LEMAN 18150,F
MUYESER 512,IZOL 960,ENVER 42727,SEHRIBAN 15013,F
BURC 587,GENCTURK 5018,TEMEL 13184,MENCI 1054,M
DURALI 4594,GOREN 13064,CANDAS 428,FERHAN 5934,M
MAHIYE 2762,SANLITURK 1309,NESIH 1159,SABUR 141,F
SERACETTIN 1925,GOKCEN 8894,HIYASETTIN 311,SERGUL 2687,M
RABIHA 584,OZKAPLAN 986,SULEYMAN 214209,FATIME 27543,F
UMRE 102,ERGELEN 553,AYHAN 99641,ESENGUL 11527,F
ABDIL 4197,AL 12560,EBUZER 410,SAKIRE 5412,M
AHMET 832587,SAHIN 406703,MAHSUN 1133,HATICE 687374,M
SEYYID 219,CORUH 2793,TAHIR 36577,MERDANE 418,M
NAZIFE 50138,DARCAN 1668,ETHEM 14348,FAYIZE 197,F
ZEYNULLAH 271,OGURLU 3175,YONUS 1323,GULINAZ 516,M
HIKMIYE 683,ANGUN 1016,BAHAETTIN 1468,AZEL 100,F
FERAHAT 132,RONA 622,SEFIK 13081,SAFIYE 68271,F
ZENNUP 594,GUNLU 988,AHMET 832581,YESIM 29455,F
SAHESER 147,KAFES 647,ISA 67351,BAHRIYE 23979,F
ERMAN 110,KONACOGLU 575,SERACETTIN 1925,BIRSEN 40640,F
IDAN 240,DEVRIM 2941,SELAHATTIN 73473,KADUN 456,M
BINA 171,DONUK 679,ORUC 2095,AFRA 499,F
MELISA 1106,KUCUKALI 1130,ABDI 6017,AZIZIYE 115,F
ABUZEYIT 118,BESLER 1950,YETIS 1379,GULNIGAR 244,M
HACILE 978,OZGUNER 1101,FETTAH 4124,SADENUR 112,F
SIFI 163,AKAD 667,SAKIP 1437,NURAY 92828,F
UNVER 845,AGAR 6008,BURAK 46882,BAHTISEN 1403,M
TEVRAT 2696,SENSOZ 1307,EFRAIM 1146,ZARA 141,F
ERDIHAN 228,CEK 755,MUHSIN 23945,AYSI 954,F
MECBURIYE 569,UNVEREN 981,ERKAN 94856,BAHRIYE 23979,F
ZAMAN 220,SECEN 2800,TURGUT 37327,GAZALE 421,M
SATIFE 273,HACI 804,SAMED 1343,GULAYSE 1489,F
KIFAYET 2435,GOZUACIK 1290,ERCAN 89271,SUZER 138,F
SAMIL 3379,TUNCA 11453,HUSEM 386,MAHIDE 4383,M
VADE 126,ADSOY 607,IMAM 6843,DURDANE 27678,F
HABIP 9242,ULUDAG 18102,GULBEY 530,HICRAN 10904,M
SERIFNAZ 219,KARADABAN 744,ABDULKERIM 14698,OYKU 858,F
SENEM 29019,ELVAN 1609,SEHMUS 9105,SEMRE 190,F
SECMEN 103,BARLIK 1782,SENOL 38773,GEYIK 215,M
RABIYA 950,VEZIROGLU 1090,SATI 3767,PERIYAN 111,F
UMMEHANI 313,KAMISLI 837,VAROL 2636,BURCAK 2070,F
HACI 1100,KAMER 1127,ALP 5827,BINALI 115,F
IRSAT 133,KIRCALI 2100,MAHFUZ 2447,KIZHANIM 271,M
SERAFET 185,DUSKUN 697,NUSRETTIN 3270,NEMIDE 586,F
DUDUHAN 113,KILIN 580,RAHMAN 2472,NAZMIYE 68100,F
HEDIBE 450,KABAKCIOGLU 932,NECMI 17240,CEYDA 8014,F
SVETLANA 319,DOLUNAY 844,HABIL 2915,RUSEN 2256,F
MUSLIME 2337,KARAALIOGLU 1284,SERDAR 78745,ZEHNIYE 137,F
NAZIKE 5016,TURKARSLAN 1390,VEFA 2074,GULBARIN 155,F
ELVEDA 3609,KANTEKIN 1351,ZIYAETTIN 1434,BANUR 146,F
SUMBUL 2147,IYIGUN 1272,ILHAN 60225,NUROL 135,F
HURIYET 1374,MALAK 1182,SENER 12313,FATMATUZZEHRA 122,F
ATAY 748,PULAT 5609,TEVFIK 29497,GEVRI 1258,M
MERDIN 113,CARDAKLI 579,RIFKI 2398,SALIHA 63808,F
KITAN 351,KILICCI 869,EKBER 4259,HACERE 3035,F
SELAMETTIN 986,AKTAY 6440,YUNUS 78654,FEZILE 1565,M
RUHAN 1671,ATLAS 1223,CAHIT 25196,NADIRSAH 128,F
ERSOY 5624,KARAOGLU 14380,ENEZ 448,GULFER 7124,M
SUHEYLE 325,ERTIK 850,ZAHIR 3067,GULENDER 2397,F
KADIR 138264,YAVUZ 139548,NEBIL 1072,CEMILE 123479,M
UMUHAN 275,KODAZ 806,YETIS 1379,NULIFER 1523,F
GULYAZ 557,ALDOGAN 974,YUNUS 78654,YASAR 20662,F
HAPKA 125,KASIKCIOGLU 606,VAHAP 6473,IPEK 26327,F
HIYAL 236,ATAV 764,HAMIT 35369,ESMERAY 1036,F
ROZA 400,CAMBEL 902,TACETTIN 9009,NAZIKE 5016,F
YASIRE 115,URFALI 583,SUNAY 2734,HANIM 80272,F
HICABIYE 118,ONGOR 591,RAMIZ 3447,GONCA 12290,F
YUSA 149,YATKIN 2236,SEZAYI 3810,HALENUR 298,M
KANI 3517,DURGUT 11543,SANVER 389,MEYREM 4561,M
DURDANIYE 378,FILIKCI 890,ILKAY 6526,MUFIDE 3981,F
KUMRU 3128,KIZILHAN 1329,SADUN 1258,AFFET 143,F
NIZAMI 627,BAYLAN 5216,RESAT 16886,FINCAN 1122,M
SURMI 192,KIRDI 707,GARIP 4268,ZINETI 639,F
OZEYIR 150,DADAK 2249,SAHABETTIN 4037,HATICA 300,M
ARZUM 530,NURAY 967,ERDOGAN 54102,ADALET 17283,F
TELLI 115,ARITURK 1921,PEHLUL 1251,GUZEYDE 238,M
BERGIN 181,KAGAN 694,NASIR 2953,GULCIMEN 567,F
ZUMRAN 202,KARAYAGIZ 723,FESIH 6615,HAZNE 712,F
EFRAYIM 408,KARGI 4076,FEYYAZ 4100,KANIME 768,M
RESADIYE 299,BIBEROGLU 825,UMRAN 2094,BUSE 1821,F
RAZ 530,HIDIROGLU 966,ILYAS 51978,GIZEM 16908,F
GULISAN 1107,TELEK 1132,SENEL 6043,ANGELA 115,F
ALPHAN 246,YELKEN 2992,UGUR 103664,HANGUL 468,M
BAYEZIT 109,GULUM 1873,EMIN 120603,CAIDE 228,M
NECMIYE 24711,YESILBAG 1584,TUGRUL 8024,SIRINE 187,F
YASEMEN 2244,DOGRUOZ 1277,ABDURRAHMAN 69089,NURSIYE 136,F
MEVHIBE 1162,BOZBIYIK 1146,SABIT 7209,BILSEL 117,F
YASAR 161295,OZCAN 147524,FEDAYI 1074,LEYLA 137453,M
BEHZET 112,TIRYAKIOGLU 1898,HUDAI 1164,SANIHA 233,M
DANIS 288,AKSEL 3286,SIYAMI 1476,NESIFE 555,M
LALIFER 108,TUAC 570,ZEHNI 1530,MUKADDES 27321,F
NURCIN 1185,TASHAN 1152,ALIM 7743,MIYESSE 118,F
BULEND 416,EKIM 4121,ABDULHALIM 4254,TURNA 777,M
ILIMDAR 431,CAPKIN 4209,PASA 4837,CAGLAYAN 803,M
RAHIME 61051,OZVEREN 1682,SEVKI 15877,HANIMKIZ 199,F
YUSUF 252194,CETIN 208688,SEYFEDDIN 1108,HANIFE 155114,M
PEKCAN 127,PASAOGLU 2034,GOKSAL 1931,KINALI 261,M
RANA 3113,BAYEZIT 1327,MULAYIM 1257,GULSIMET 143,F
EMANET 176,AGAN 2471,VEHBI 8717,ZINNUR 342,M
FETANET 268,ERDENIZ 799,GOKCE 1247,HATIME 1394,F
MEDIHA 23265,KIZILCA 1581,VURAL 7470,NURUS 186,F
FERMAN 2552,SOYDAN 10029,USAME 346,INAYET 3365,M
OZAYDIN 134,SEREMET 2108,BERKAY 2541,ESRANUR 273,M
SUHEYLA 27968,UNEY 1607,MENDERES 8981,KEZI 189,F
MAHMUT 168179,OZKAN 157208,EVRIM 1085,HACER 147170,M
HAYRET 290,KANKILIC 820,BERKANT 1790,RUHAN 1671,F
POYRAZ 302,TEMIZKAN 3385,ERSEL 1741,MESERRET 578,M
MIKDAT 3508,KUTUK 11541,SEN 389,MUBECCEL 4508,M
CEMALI 1969,KABAKCI 8955,CANDEMIR 313,MEHRI 2742,M
MELEKSAN 200,VARCIN 720,ZULKUF 6146,GULPER 704,F
FATIHA 192,OGUZCAN 709,SIRRI 4522,GULSERIN 652,F
SUBHI 389,PALTA 3941,KANI 3517,SIMA 730,M
ELMIRA 194,UNSALAN 712,TARKAN 4881,HAFIYE 667,F
